ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
National and ethnic ids equal,1,0,1,3,38,1444,9,0,2791,30,495,0,29,8,5
National and ethnic ids equal,0,0,0,4,27,729,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,0,1,2,57,3249,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,1,0,1,2,38,1444,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,0,21,441,14,0,128,3,494,1,24,8,6
Ethnic id only,1,0,1,0,27,729,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,0,0,4,40,1600,14,0,2791,30,495,0,24,8,0
National id only,1,0,0,2,67,4489,10,0,128,3,494,1,28,8,3
National id only,0,0,1,4,21,441,12,0,128,3,494,1,26,8,1
Ethnic id only,1,0,0,2,35,1225,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,0,2,29,841,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,0,61,3721,8,0,128,3,494,1,30,8,5
National id only,1,0,1,2,42,1764,10,0,128,3,494,1,28,8,3
National id only,1,0,1,3,46,2116,9,0,128,3,494,1,29,8,4
National id only,1,0,0,0,61,3721,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,0,0,1,4,30,900,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,1,3,40,1600,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,4,64,4096,11,0,128,3,494,1,27,8,2
Ethnic id only,1,0,0,2,32,1024,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,1,1,0,2,37,1369,8,0,2791,30,495,0,30,8,6
National id more than ethnic,1,0,0,2,28,784,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,0,18,324,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,2,23,529,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,1,0,0,4,18,324,12,0,2791,30,495,0,26,8,2
Ethnic id only,1,0,0,2,29,841,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,0,0,1,6,31,961,11,0,2791,30,495,0,27,8,3
National id only,1,1,0,0,56,3136,8,0,128,3,494,1,30,8,5
National id only,0,0,0,5,19,361,12,0,128,3,494,1,26,8,1
Ethnic id only,1,0,1,4,32,1024,12,0,2791,30,495,0,26,8,2
National id only,1,0,1,2,26,676,11,0,128,3,494,1,27,8,2
National id only,1,0,0,4,28,784,15,0,128,3,494,1,23,8,5
Ethnic id only,0,1,0,5,22,484,12,0,128,3,494,1,26,8,1
National id only,1,0,1,3,27,729,9,0,128,3,494,1,29,8,4
Ethnic id only,1,0,0,0,70,4900,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,3,32,1024,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,0,0,3,28,784,10,0,2791,30,495,0,28,8,4
National id only,1,0,0,2,49,2401,11,0,128,3,494,1,27,8,2
National id only,1,0,0,4,35,1225,10,0,128,3,494,1,28,8,3
National id only,1,0,1,3,36,1296,15,0,128,3,494,1,23,8,5
National and ethnic ids equal,1,0,1,2,71,5041,13,0,2791,30,495,0,25,8,1
National id more than ethnic,1,0,0,4,23,529,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,3,34,1156,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,3,24,576,15,0,128,3,494,1,23,8,5
Ethnic id more than national,1,0,0,3,42,1764,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,3,45,2025,14,0,128,3,494,1,24,8,6
National id only,0,0,0,4,34,1156,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,0,5,22,484,14,0,2791,30,495,0,24,8,0
National id only,0,0,1,4,27,729,3,0,128,3,494,1,4,9,3
National id only,1,0,1,3,37,1369,7,0,128,3,494,1,31,8,6
National and ethnic ids equal,1,1,0,2,30,900,9,0,2791,30,495,0,29,8,5
National id more than ethnic,0,0,0,7,21,441,11,0,2791,30,495,0,27,8,3
National id only,1,0,0,2,56,3136,15,0,128,3,494,1,23,8,5
National and ethnic ids equal,1,0,0,2,30,900,13,0,2791,30,495,0,25,8,1
National id only,0,0,0,5,38,1444,6,0,128,3,494,1,1,9,0
National and ethnic ids equal,1,1,0,5,24,576,12,0,2791,30,495,0,26,8,2
Ethnic id only,1,1,0,4,22,484,13,0,128,3,494,1,25,8,0
National and ethnic ids equal,1,1,1,3,19,361,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,2,54,2916,10,0,2791,30,495,0,28,8,4
Ethnic id more than national,1,1,0,0,38,1444,13,0,2791,30,495,0,25,8,1
National id only,1,1,1,3,40,1600,13,0,128,3,494,1,25,8,0
National and ethnic ids equal,1,0,1,4,23,529,13,0,2791,30,495,0,25,8,1
National id only,1,0,1,3,25,625,15,0,2791,30,495,0,23,8,6
National id only,1,1,1,2,67,4489,15,0,128,3,494,1,23,8,5
National id only,1,1,1,2,31,961,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,1,1,0,0,50,2500,9,0,2791,30,495,0,29,8,5
National id only,1,0,0,0,25,625,7,0,128,3,494,1,31,8,6
National id more than ethnic,1,0,0,0,48,2304,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,4,22,484,4,0,128,3,494,1,3,9,2
Ethnic id only,1,0,1,3,27,729,5,0,128,3,494,1,2,9,1
Ethnic id only,1,0,1,2,45,2025,10,0,128,3,494,1,28,8,3
Ethnic id only,1,0,0,1,80,6400,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,1,1,0,4,21,441,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,2,31,961,11,0,128,3,494,1,27,8,2
National id only,0,0,1,8,25,625,11,0,2791,30,495,0,27,8,3
Ethnic id more than national,0,0,0,4,19,361,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,2,44,1936,15,0,2791,30,495,0,23,8,6
National id only,1,1,0,2,24,576,8,0,128,3,494,1,30,8,5
National id only,1,0,1,2,19,361,14,0,128,3,494,1,24,8,6
National id only,1,1,0,4,21,441,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,1,0,1,5,20,400,12,0,2791,30,495,0,26,8,2
National id only,1,1,1,3,34,1156,13,0,128,3,494,1,25,8,0
Ethnic id more than national,1,0,0,4,19,361,8,0,2791,30,495,0,30,8,6
National id only,1,0,0,2,19,361,11,0,128,3,494,1,27,8,2
Ethnic id more than national,1,1,1,6,21,441,8,0,2791,30,495,0,30,8,6
Ethnic id more than national,1,1,0,4,19,361,15,0,2791,30,495,0,23,8,6
National id only,0,0,1,5,43,1849,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,0,4,25,625,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,0,0,1,5,26,676,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,2,46,2116,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,1,4,30,900,8,0,2791,30,495,0,30,8,6
Ethnic id only,1,0,0,0,30,900,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,5,33,1089,13,0,2791,30,495,0,25,8,1
Ethnic id only,1,0,0,2,40,1600,12,0,2791,30,495,0,26,8,2
National id only,1,0,1,3,37,1369,5,0,128,3,494,1,2,9,1
National id only,1,1,0,0,53,2809,7,0,128,3,494,1,31,8,6
Ethnic id only,1,0,1,2,31,961,11,0,128,3,494,1,27,8,2
National and ethnic ids equal,1,1,0,2,30,900,10,0,2791,30,495,0,28,8,4
National id only,1,0,0,3,24,576,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,0,0,1,4,27,729,11,0,2791,30,495,0,27,8,3
National id only,1,1,1,4,45,2025,14,0,128,3,494,1,24,8,6
National id only,1,1,0,2,28,784,8,0,128,3,494,1,30,8,5
National id only,1,0,0,3,38,1444,9,0,128,3,494,1,29,8,4
National id only,1,0,0,2,28,784,9,0,128,3,494,1,29,8,4
National id only,1,0,0,3,29,841,15,0,2791,30,495,0,23,8,6
National id only,0,1,1,4,22,484,12,0,128,3,494,1,26,8,1
Ethnic id more than national,0,1,0,4,47,2209,11,0,2791,30,495,0,27,8,3
Ethnic id only,1,0,0,3,28,784,5,0,128,3,494,1,2,9,1
National id only,0,0,1,4,42,1764,12,0,128,3,494,1,26,8,1
National and ethnic ids equal,1,0,1,5,22,484,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,1,0,3,40,1600,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,4,27,729,5,0,128,3,494,1,2,9,1
National id only,1,0,1,6,42,1764,8,0,128,3,494,1,30,8,5
National id only,0,0,1,4,21,441,12,0,128,3,494,1,26,8,1
National and ethnic ids equal,1,0,1,2,41,1681,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,1,5,24,576,12,0,2791,30,495,0,26,8,2
Ethnic id only,1,0,0,5,26,676,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,0,2,22,484,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,0,1,4,32,1024,10,0,2791,30,495,0,28,8,4
National id only,1,1,0,3,20,400,15,0,128,3,494,1,23,8,5
National id only,1,0,1,0,30,900,8,0,128,3,494,1,30,8,5
National and ethnic ids equal,1,1,0,4,24,576,8,0,2791,30,495,0,30,8,6
National id only,1,0,1,6,36,1296,13,0,128,3,494,1,25,8,0
Ethnic id more than national,1,0,0,3,56,3136,14,0,2791,30,495,0,24,8,0
National id only,0,0,1,4,22,484,12,0,128,3,494,1,26,8,1
National id only,1,0,1,3,56,3136,15,0,128,3,494,1,23,8,5
National id only,0,0,1,5,43,1849,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,1,1,3,25,625,13,0,2791,30,495,0,25,8,1
National id only,1,0,0,5,18,324,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,4,44,1936,13,0,2791,30,495,0,25,8,1
National id only,0,0,1,5,52,2704,3,0,128,3,494,1,4,9,3
National id only,1,0,0,3,46,2116,5,0,128,3,494,1,2,9,1
National id only,1,1,1,2,31,961,13,0,2791,30,495,0,25,8,1
National id only,1,0,0,3,33,1089,15,0,128,3,494,1,23,8,5
National id only,1,0,0,2,23,529,5,0,128,3,494,1,2,9,1
National id only,0,0,1,4,28,784,3,0,128,3,494,1,4,9,3
National id more than ethnic,0,0,1,4,27,729,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,0,4,25,625,9,0,2791,30,495,0,29,8,5
National id only,0,0,1,5,22,484,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,1,6,25,625,15,0,2791,30,495,0,23,8,6
National id only,0,0,0,4,20,400,12,0,128,3,494,1,26,8,1
National and ethnic ids equal,0,0,1,6,31,961,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,1,2,34,1156,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,2,57,3249,7,0,128,3,494,1,31,8,6
National and ethnic ids equal,0,0,1,4,19,361,15,0,2791,30,495,0,23,8,6
National id only,0,0,1,4,23,529,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,2,21,441,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,0,0,1,4,21,441,9,0,2791,30,495,0,29,8,5
National id only,1,0,1,6,34,1156,8,0,128,3,494,1,30,8,5
National and ethnic ids equal,0,0,0,5,20,400,5,0,2791,30,495,0,2,9,2
National and ethnic ids equal,1,1,0,4,36,1296,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,1,0,0,0,40,1600,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,6,36,1296,7,0,128,3,494,1,31,8,6
National and ethnic ids equal,1,0,0,0,23,529,12,0,2791,30,495,0,26,8,2
National id only,0,0,1,5,24,576,10,0,2791,30,495,0,28,8,4
National id only,1,0,0,2,40,1600,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,0,0,0,5,28,784,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,0,4,21,441,9,0,2791,30,495,0,29,8,5
National and ethnic ids equal,1,1,0,3,25,625,13,0,2791,30,495,0,25,8,1
National id only,1,0,1,4,46,2116,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,0,0,0,5,32,1024,12,0,2791,30,495,0,26,8,2
Ethnic id only,1,0,0,0,32,1024,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,0,1,0,5,23,529,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,5,70,4900,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,1,8,36,1296,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,2,42,1764,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,0,1,4,20,400,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,1,0,0,8,48,2304,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,4,21,441,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,1,0,2,28,784,9,0,2791,30,495,0,29,8,5
National id only,1,1,0,3,23,529,12,0,2791,30,495,0,26,8,2
National id only,1,1,1,3,29,841,13,0,128,3,494,1,25,8,0
National and ethnic ids equal,1,1,1,4,23,529,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,4,29,841,7,0,128,3,494,1,31,8,6
National id only,1,1,1,4,30,900,12,0,2791,30,495,0,26,8,2
National id only,0,1,0,2,21,441,12,0,128,3,494,1,26,8,1
National id more than ethnic,1,0,1,2,29,841,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,3,54,2916,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,6,22,484,10,0,128,3,494,1,28,8,3
National id only,1,0,1,2,31,961,10,0,128,3,494,1,28,8,3
National id only,1,0,1,2,47,2209,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,1,0,4,20,400,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,0,62,3844,10,0,128,3,494,1,28,8,3
National id only,1,1,0,2,21,441,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,1,6,57,3249,8,0,2791,30,495,0,30,8,6
Ethnic id more than national,1,1,1,5,22,484,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,0,1,0,6,23,529,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,1,6,24,576,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,1,0,2,24,576,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,1,2,25,625,9,0,2791,30,495,0,29,8,5
National id only,1,0,1,3,24,576,15,0,128,3,494,1,23,8,5
National and ethnic ids equal,0,0,1,8,32,1024,10,0,2791,30,495,0,28,8,4
National id only,1,1,1,4,21,441,15,0,2791,30,495,0,23,8,6
National id only,0,0,1,5,30,900,10,0,2791,30,495,0,28,8,4
National id only,1,0,0,3,35,1225,3,0,128,3,494,1,4,9,3
National and ethnic ids equal,1,0,1,5,32,1024,15,0,2791,30,495,0,23,8,6
National id only,1,1,0,3,27,729,7,0,128,3,494,1,31,8,6
National and ethnic ids equal,1,1,0,3,29,841,13,0,2791,30,495,0,25,8,1
Ethnic id more than national,0,1,1,5,25,625,5,0,2791,30,495,0,2,9,2
National id only,1,0,1,0,50,2500,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,1,0,25,625,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,1,37,1369,12,0,2791,30,495,0,26,8,2
National id only,1,0,1,2,40,1600,8,0,128,3,494,1,30,8,5
National and ethnic ids equal,1,1,1,0,21,441,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,1,0,8,24,576,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,1,1,1,4,30,900,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,3,38,1444,8,0,128,3,494,1,30,8,5
National id only,1,0,1,2,30,900,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,0,0,0,6,34,1156,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,3,18,324,10,0,128,3,494,1,28,8,3
National id only,1,0,0,6,22,484,14,0,128,3,494,1,24,8,6
National id only,1,0,1,2,57,3249,13,0,128,3,494,1,25,8,0
National id only,0,0,0,2,20,400,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,4,23,529,11,0,128,3,494,1,27,8,2
National and ethnic ids equal,1,0,1,4,35,1225,9,0,2791,30,495,0,29,8,5
National id only,1,0,1,6,46,2116,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,0,2,43,1849,14,0,2791,30,495,0,24,8,0
Ethnic id only,1,0,1,4,47,2209,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,0,1,4,32,1024,14,0,2791,30,495,0,24,8,0
National id only,1,0,1,2,18,324,14,0,128,3,494,1,24,8,6
National id only,1,1,0,2,39,1521,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,0,60,3600,15,0,128,3,494,1,23,8,5
Ethnic id more than national,1,1,0,2,43,1849,10,0,2791,30,495,0,28,8,4
Ethnic id only,1,0,0,0,50,2500,13,0,128,3,494,1,25,8,0
National and ethnic ids equal,1,1,0,2,60,3600,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,1,0,0,4,42,1764,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,4,36,1296,9,0,128,3,494,1,29,8,4
National id only,0,1,0,3,28,784,12,0,128,3,494,1,26,8,1
National id only,1,0,1,3,23,529,13,0,128,3,494,1,25,8,0
National id only,1,0,1,2,32,1024,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,2,37,1369,8,0,2791,30,495,0,30,8,6
National id only,0,0,1,4,63,3969,12,0,128,3,494,1,26,8,1
National and ethnic ids equal,0,0,0,6,25,625,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,6,35,1225,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,3,25,625,13,0,128,3,494,1,25,8,0
National and ethnic ids equal,0,1,0,2,25,625,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,0,2,67,4489,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,0,0,0,4,25,625,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,6,23,529,10,0,128,3,494,1,28,8,3
National id only,1,0,1,2,34,1156,15,0,128,3,494,1,23,8,5
National id only,0,0,0,2,28,784,12,0,128,3,494,1,26,8,1
National id only,1,0,1,4,50,2500,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,1,1,3,28,784,9,0,2791,30,495,0,29,8,5
National id only,1,1,1,2,29,841,13,0,2791,30,495,0,25,8,1
National id only,1,0,0,2,29,841,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,2,21,441,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,0,1,0,3,20,400,11,0,2791,30,495,0,27,8,3
National id only,0,0,1,4,38,1444,3,0,128,3,494,1,4,9,3
National id only,1,0,0,0,41,1681,11,0,128,3,494,1,27,8,2
National and ethnic ids equal,1,0,0,4,37,1369,12,0,2791,30,495,0,26,8,2
National id only,1,1,0,4,26,676,14,0,128,3,494,1,24,8,6
National id only,1,0,0,2,52,2704,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,1,0,4,45,2025,10,0,2791,30,495,0,28,8,4
Ethnic id more than national,0,0,0,6,22,484,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,3,24,576,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,0,4,31,961,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,1,2,34,1156,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,0,1,1,5,20,400,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,6,43,1849,5,0,128,3,494,1,2,9,1
Ethnic id only,1,1,0,5,20,400,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,2,33,1089,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,1,0,0,4,28,784,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,3,46,2116,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,0,0,1,3,27,729,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,0,1,0,8,22,484,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,0,3,32,1024,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,1,0,1,4,21,441,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,0,1,0,3,24,576,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,0,4,24,576,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,2,34,1156,10,0,128,3,494,1,28,8,3
National id only,1,0,0,4,46,2116,13,0,128,3,494,1,25,8,0
Ethnic id only,1,0,0,2,29,841,11,0,128,3,494,1,27,8,2
National and ethnic ids equal,1,1,1,2,38,1444,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,0,1,0,5,22,484,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,1,0,1,5,28,784,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,4,46,2116,2,0,4182,39,496,0,27,2,1
National and ethnic ids equal,1,1,0,4,32,1024,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,1,1,4,46,2116,9,0,2791,30,495,0,29,8,5
National and ethnic ids equal,1,0,1,0,24,576,15,0,2791,30,495,0,23,8,6
National id only,1,0,0,2,26,676,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,2,29,841,9,0,2791,30,495,0,29,8,5
Ethnic id more than national,1,0,1,4,49,2401,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,7,23,529,13,0,128,3,494,1,25,8,0
Ethnic id only,1,1,0,2,24,576,14,0,2791,30,495,0,24,8,0
National id only,1,0,0,5,35,1225,13,0,128,3,494,1,25,8,0
National id only,1,0,0,4,21,441,13,0,128,3,494,1,25,8,0
Ethnic id only,1,0,0,0,29,841,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,1,1,0,2,20,400,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,1,1,0,5,22,484,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,3,30,900,15,0,2791,30,495,0,23,8,6
National id only,1,0,1,3,23,529,15,0,128,3,494,1,23,8,5
National id only,1,0,0,3,29,841,14,0,128,3,494,1,24,8,6
National id only,1,0,0,3,26,676,9,0,128,3,494,1,29,8,4
Ethnic id more than national,1,1,1,0,36,1296,12,0,2791,30,495,0,26,8,2
Ethnic id more than national,1,0,1,5,80,6400,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,1,1,1,5,45,2025,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,0,0,1,7,21,441,9,0,2791,30,495,0,29,8,5
National id only,1,0,0,3,27,729,8,0,128,3,494,1,30,8,5
National id only,1,0,0,2,47,2209,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,1,0,1,2,27,729,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,0,0,1,3,24,576,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,0,1,0,4,18,324,11,0,2791,30,495,0,27,8,3
National and ethnic ids equal,0,1,1,4,61,3721,11,0,2791,30,495,0,27,8,3
National id only,0,0,0,2,29,841,10,0,2791,30,495,0,28,8,4
National id only,1,0,1,2,32,1024,15,0,128,3,494,1,23,8,5
National id only,1,0,0,4,30,900,11,0,128,3,494,1,27,8,2
National id only,1,0,1,3,48,2304,15,0,128,3,494,1,23,8,5
National id only,1,1,1,2,26,676,14,0,128,3,494,1,24,8,6
National id only,1,0,1,4,34,1156,14,0,128,3,494,1,24,8,6
National id only,1,0,0,4,30,900,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,0,5,28,784,15,0,2791,30,495,0,23,8,6
National id only,1,1,0,0,39,1521,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,1,1,0,0,27,729,10,0,2791,30,495,0,28,8,4
National id only,0,0,0,3,30,900,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,0,32,1024,15,0,2791,30,495,0,23,8,6
National id only,0,0,0,5,29,841,3,0,128,3,494,1,4,9,3
National id only,1,0,1,2,30,900,14,0,2791,30,495,0,24,8,0
National and ethnic ids equal,0,0,1,7,24,576,12,0,2791,30,495,0,26,8,2
Ethnic id only,1,0,0,4,29,841,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,0,5,40,1600,9,0,2791,30,495,0,29,8,5
National id only,0,0,0,0,33,1089,11,0,128,3,497,1,27,8,2
National and ethnic ids equal,1,0,1,3,29,841,2,0,4182,39,499,0,27,2,1
National id only,1,0,0,0,32,1024,14,0,128,3,497,1,24,8,6
National id only,1,0,0,2,26,676,13,0,128,3,497,1,25,8,0
National and ethnic ids equal,1,0,1,5,55,3025,2,0,4182,39,499,0,27,2,1
National id only,1,0,1,4,19,361,14,0,128,3,497,1,24,8,6
National id only,1,0,0,2,19,361,12,0,128,3,497,1,26,8,1
Ethnic id more than national,1,0,0,4,60,3600,2,0,4182,39,499,0,27,2,1
National id only,1,0,1,3,38,1444,9,0,128,3,497,1,29,8,4
National and ethnic ids equal,1,0,0,4,24,576,1,0,4182,39,499,0,28,2,2
National id only,1,0,0,0,53,2809,5,0,128,3,497,1,2,9,1
National id only,1,0,1,7,32,1024,14,0,128,3,497,1,24,8,6
National id only,1,0,1,2,32,1024,13,0,128,3,497,1,25,8,0
National id only,1,1,1,4,24,576,13,0,128,3,497,1,25,8,0
Ethnic id only,1,0,0,2,31,961,2,0,4182,39,499,0,27,2,1
National id only,0,0,1,4,19,361,11,0,128,3,497,1,27,8,2
National id only,1,0,1,2,19,361,9,0,128,3,497,1,29,8,4
National id more than ethnic,1,1,1,2,21,441,11,0,2791,30,498,0,27,8,3
Ethnic id more than national,1,1,1,4,31,961,3,0,4182,39,499,0,26,2,0
National id only,1,0,1,2,19,361,12,0,128,3,497,1,26,8,1
National id only,0,0,0,6,23,529,11,0,128,3,497,1,27,8,2
Ethnic id only,1,1,0,4,43,1849,3,0,128,3,497,1,4,9,3
National id only,1,1,0,4,28,784,13,0,128,3,497,1,25,8,0
National id only,1,0,1,3,32,1024,12,0,128,3,497,1,26,8,1
Ethnic id more than national,1,0,0,4,47,2209,3,0,4182,39,499,0,26,2,0
National id only,1,0,0,2,20,400,14,0,128,3,497,1,24,8,6
National and ethnic ids equal,1,1,1,8,38,1444,2,0,4182,39,499,0,27,2,1
National and ethnic ids equal,1,0,0,6,27,729,3,0,4182,39,499,0,26,2,0
National id only,1,1,0,4,31,961,13,0,128,3,497,1,25,8,0
National and ethnic ids equal,1,1,1,5,25,625,2,0,4182,39,499,0,27,2,1
National id only,1,0,0,2,48,2304,12,0,128,3,497,1,26,8,1
National and ethnic ids equal,1,0,1,4,49,2401,3,0,4182,39,499,0,26,2,0
National id only,1,0,0,8,22,484,13,0,128,3,497,1,25,8,0
National id only,1,0,1,5,27,729,12,0,128,3,497,1,26,8,1
National and ethnic ids equal,1,0,1,2,20,400,3,0,4182,39,499,0,26,2,0
Ethnic id only,1,1,1,4,28,784,9,0,128,3,497,1,29,8,4
National id only,1,1,0,3,20,400,12,0,128,3,497,1,26,8,1
