ln_uwe , ln_ahe , age , sex , race , years_ed
5.952243834 , 2.2633643798 , 33 , 2 , 2 , 15
5.4822402047 , 1.7933607506 , 35 , 1 , 1 , 0
6.5118596219 , 2.5998366165 , 36 , 2 , 1 , 16
3.530762586 , 1.4513210443 , 43 , 2 , 1 , 12
6.1345653907 , 2.4456859366 , 25 , 2 , 1 , 13
6.4222474632 , 2.7333680091 , 43 , 1 , 1 , 13
6.3238073904 , 2.6349279363 , 42 , 2 , 1 , 12
6.2607974809 , 2.5719180268 , 37 , 1 , 1 , 13
6.551080335 , 2.6390573296 , 31 , 1 , 1 , 12
6.6546480358 , 2.9657685817 , 32 , 2 , 1 , 18
5.6207631189 , 1.9318836648 , 35 , 2 , 1 , 13
6.4377516497 , 2.7488721956 , 34 , 1 , 1 , 16
5.3391393611 , 1.7015532013 , 31 , 1 , 1 , 6
5.4036778822 , 1.2292906123 , 32 , 1 , 1 , 8
5.0647025154 , 1.3758230613 , 32 , 2 , 1 , 9
6.0610982389 , 2.6599008572 , 36 , 2 , 1 , 13
6.1753873853 , 2.2241436667 , 34 , 2 , 1 , 13
6.6129557388 , 2.7009327333 , 41 , 1 , 1 , 12
3.649658741 , 0.9416085399 , 34 , 2 , 1 , 14
5.0359531021 , 1.347073648 , 31 , 2 , 1 , 11
5.7897249045 , 2.1008454503 , 39 , 2 , 2 , 13
6.5118596219 , 2.8229801678 , 39 , 1 , 1 , 13
6.6700836271 , 2.981204173 , 32 , 2 , 4 , 18
6.3577089421 , 2.6688294879 , 40 , 2 , 1 , 16
4.5659494728 , 0.8770700187 , 31 , 1 , 1 , 10
3.9120230054 , 0.2231435513 , 28 , 2 , 1 , 12
5.5297597207 , 1.8408802666 , 41 , 2 , 4 , 12
6.2887160706 , 2.5998366165 , 38 , 1 , 1 , 13
6.8277125713 , 3.1388331172 , 33 , 2 , 4 , 22
7.1308988303 , 3.2188758249 , 36 , 2 , 1 , 20
5.0106352941 , 1.0986122887 , 49 , 2 , 1 , 15
5.2983173665 , 1.6094379124 , 32 , 2 , 1 , 13
5.2983173665 , 1.6094379124 , 29 , 1 , 1 , 6
5.8468833183 , 2.0626936844 , 34 , 1 , 1 , 10
6.2336562934 , 2.2263231082 , 48 , 1 , 1 , 13
6.1345653907 , 2.2225423853 , 32 , 1 , 1 , 13
5.449717013 , 2.2716631827 , 48 , 1 , 1 , 0
7.5616717463 , 3.6496487409 , 37 , 2 , 4 , 18
5.9009505396 , 2.3456024781 , 45 , 1 , 1 , 4
4.4998096703 , 1.5040773968 , 29 , 1 , 1 , 9
6.2887160706 , 2.5998366165 , 43 , 1 , 1 , 13
5.8895979207 , 2.3342498592 , 33 , 2 , 1 , 12
6.1923624895 , 2.5034830354 , 32 , 1 , 1 , 12
5.2590966534 , 1.5702171993 , 27 , 1 , 1 , 13
7.0340490043 , 3.1220259989 , 33 , 1 , 1 , 18
5.59556889 , 1.347073648 , 48 , 2 , 1 , 12
6.6114894628 , 2.2294628282 , 31 , 1 , 1 , 10
4.6496219486 , 0.9607424944 , 28 , 1 , 1 , 12
5.2590966534 , 2.081042823 , 29 , 2 , 1 , 8
5.4414182102 , 1.7525387561 , 32 , 1 , 1 , 6
5.4491402563 , 1.5371172509 , 47 , 2 , 1 , 12
6.2887160706 , 2.5998366165 , 41 , 2 , 1 , 13
5.4414182102 , 1.7525387561 , 26 , 2 , 1 , 13
6.2575570601 , 2.568677606 , 31 , 1 , 1 , 13
5.3181199938 , 1.6292405397 , 34 , 2 , 2 , 10
5.5949972981 , 1.906117844 , 34 , 2 , 1 , 13
6.7407011943 , 2.8286781889 , 38 , 1 , 5 , 16
6.567429473 , 2.8785500189 , 32 , 2 , 1 , 16
6.7962219042 , 2.8841988988 , 39 , 1 , 1 , 13
5.2590966534 , 1.5702171993 , 35 , 1 , 1 , 8
6.0920057763 , 2.5366577148 , 32 , 2 , 1 , 12
6.2146080984 , 2.5257286443 , 36 , 1 , 1 , 16
6.8550845181 , 3.166205064 , 38 , 1 , 1 , 16
6.3577089421 , 2.4865079312 , 28 , 1 , 1 , 11
6.482872085 , 2.7939926309 , 36 , 1 , 1 , 13
6.1345653907 , 2.2225423853 , 32 , 1 , 1 , 13
6.259059861 , 2.5701804069 , 47 , 1 , 1 , 14
5.3270356364 , 1.6381561823 , 41 , 2 , 1 , 13
6.8737608848 , 3.1848814307 , 48 , 1 , 1 , 12
7.5810898322 , 3.573756647 , 45 , 1 , 1 , 22
6.5118596219 , 2.5998366165 , 44 , 2 , 1 , 18
6.0010339981 , 2.4456859366 , 41 , 1 , 1 , 12
5.1757150445 , 1.4868355903 , 47 , 2 , 1 , 15
5.6645617615 , 1.9756823074 , 25 , 1 , 1 , 12
6.1345653907 , 2.2225423853 , 30 , 1 , 1 , 12
6.0920057763 , 2.1799827709 , 33 , 2 , 1 , 16
6.482872085 , 2.6116710741 , 30 , 1 , 1 , 13
5.8468833183 , 2.1580038642 , 26 , 2 , 1 , 12
5.59556889 , 1.6835458846 , 45 , 1 , 1 , 4
5.4161004022 , 1.7272209481 , 33 , 1 , 1 , 12
5.6524891803 , 1.9636097262 , 25 , 1 , 1 , 13
6.0475540138 , 2.240891524 , 26 , 2 , 1 , 16
6.163314804 , 2.4744353499 , 28 , 2 , 1 , 16
5.952243834 , 2.656406968 , 37 , 2 , 1 , 15
5.7037824747 , 2.0149030205 , 44 , 2 , 1 , 15
6.6626328209 , 2.9737533668 , 32 , 1 , 1 , 12
6.482872085 , 2.7216719693 , 41 , 1 , 1 , 13
6.6626328209 , 2.9737533668 , 31 , 1 , 1 , 12
4.9618451299 , 1.2729656758 , 46 , 2 , 1 , 12
7.1954373514 , 3.5065578973 , 26 , 1 , 1 , 9
5.1901037819 , 1.5012243278 , 43 , 1 , 1 , 6
4.8283137373 , 1.1394342832 , 35 , 2 , 1 , 6
5.5214609179 , 1.8325814637 , 29 , 2 , 1 , 12
5.53672839 , 1.8478489359 , 39 , 1 , 2 , 12
5.1114399932 , 1.4225605391 , 36 , 2 , 1 , 12
5.6347896032 , 1.9459101491 , 27 , 1 , 1 , 12
5.4414182102 , 1.7525387561 , 35 , 1 , 1 , 4
5.7537928952 , 1.8417698898 , 33 , 2 , 1 , 6
5.3360576945 , 1.6471782404 , 27 , 1 , 1 , 12
5.3278761688 , 1.6389967147 , 42 , 1 , 1 , 9
5.1537361377 , 1.4648566836 , 30 , 1 , 1 , 8
5.2983173665 , 1.6873994539 , 25 , 2 , 1 , 13
4.9024217095 , 1.4366858067 , 36 , 1 , 1 , 6
5.2590966534 , 1.5955350073 , 37 , 2 , 1 , 13
6.4064991062 , 2.3811474155 , 50 , 1 , 1 , 12
6.4222474632 , 2.5102244578 , 42 , 2 , 1 , 13
7.0508561226 , 3.1388331172 , 45 , 2 , 1 , 16
6.6941811787 , 2.9099915448 , 29 , 1 , 1 , 15
6.3687587782 , 2.6798793241 , 26 , 2 , 1 , 18
5.4822402047 , 1.7933607506 , 29 , 1 , 1 , 12
5.4414182102 , 1.7525387561 , 49 , 2 , 1 , 12
5.4884210638 , 1.7995416097 , 28 , 2 , 1 , 12
3.7894206833 , -0.017241806 , 38 , 2 , 4 , 16
5.4414182102 , 1.7525387561 , 35 , 1 , 2 , 13
5.8468833183 , 2.1580038642 , 40 , 2 , 1 , 13
6.1790606306 , 2.4901811765 , 33 , 1 , 1 , 13
6.5118596219 , 2.8229801678 , 31 , 1 , 1 , 13
5.2590966534 , 1.5702171993 , 31 , 2 , 1 , 12
6.1753873853 , 2.3687248955 , 35 , 2 , 1 , 16
5.7291002826 , 1.6347557204 , 42 , 1 , 1 , 16
6.6453910145 , 2.9077213962 , 37 , 1 , 1 , 13
6.1312264895 , 2.3935568712 , 37 , 2 , 1 , 13
6.0920057763 , 1.9976612141 , 49 , 2 , 1 , 16
5.952243834 , 2.2633643798 , 29 , 2 , 1 , 16
4.6317372134 , 0.9428577593 , 28 , 1 , 1 , 13
6.3577089421 , 2.4456859366 , 32 , 1 , 1 , 12
5.9238443594 , 2.2349649053 , 47 , 1 , 1 , 18
5.6973515843 , 2.0084721302 , 31 , 2 , 1 , 12
5.2983173665 , 1.4271163556 , 38 , 1 , 1 , 12
4.8283137373 , 1.8325814637 , 27 , 2 , 1 , 12
3.6888794541 , 1.0498221245 , 25 , 1 , 5 , 16
5.9148015385 , 2.2259220844 , 43 , 2 , 1 , 12
6.5859859612 , 2.8971065071 , 48 , 2 , 1 , 12
5.2590966534 , 1.5702171993 , 27 , 2 , 1 , 13
5.0359531021 , 1.1239300967 , 25 , 1 , 1 , 12
5.6645617615 , 1.9756823074 , 37 , 2 , 1 , 12
5.952243834 , 2.2633643798 , 34 , 2 , 1 , 12
6.2613448738 , 2.5724654197 , 31 , 1 , 1 , 12
5.8551821211 , 2.166302667 , 31 , 1 , 1 , 18
6.7631740502 , 2.8511510447 , 36 , 1 , 1 , 22
6.5400304989 , 2.8511510447 , 43 , 1 , 1 , 13
6.6941811787 , 3.0053017246 , 35 , 1 , 1 , 16
6.2887160706 , 2.4175150597 , 37 , 1 , 1 , 12
5.0359531021 , 1.5702171993 , 39 , 1 , 1 , 16
6.6846117277 , 2.9957322736 , 47 , 1 , 1 , 13
5.7897249045 , 1.6308418211 , 32 , 1 , 1 , 10
7.2331776794 , 3.321154674 , 34 , 1 , 2 , 18
6.1753473845 , 2.1680141992 , 41 , 2 , 1 , 22
5.952243834 , 2.2633643798 , 35 , 1 , 1 , 13
5.0965777239 , 1.3589081056 , 28 , 1 , 1 , 12
6.3591893272 , 2.6703098731 , 37 , 2 , 1 , 16
6.0920057763 , 2.4031263222 , 38 , 2 , 1 , 12
4.6632032172 , 2.5837616756 , 36 , 1 , 1 , 16
6.6328122323 , 2.9439327782 , 34 , 1 , 1 , 18
5.0359531021 , 0.9416085399 , 43 , 1 , 1 , 12
6.5118596219 , 2.8482979758 , 44 , 2 , 1 , 12
6.567429473 , 2.6554064676 , 27 , 1 , 1 , 22
5.8468833183 , 2.1580038642 , 26 , 2 , 1 , 15
6.3577089421 , 2.4456859366 , 35 , 1 , 1 , 13
6.9338696446 , 3.1496800107 , 44 , 2 , 1 , 16
6.0920057763 , 2.0846725911 , 44 , 2 , 5 , 12
6.4222474632 , 2.7333680091 , 35 , 2 , 1 , 13
4.871628622 , 2.1635784209 , 27 , 1 , 1 , 13
6.6941811787 , 3.0053017246 , 38 , 1 , 1 , 12
5.8742822925 , 2.1854028384 , 36 , 2 , 1 , 16
5.2314170843 , 1.6204991716 , 43 , 2 , 5 , 11
6.0010339981 , 2.312154544 , 47 , 1 , 1 , 13
6.9115940553 , 3.1049315655 , 46 , 1 , 1 , 16
6.1753873853 , 2.4865079312 , 36 , 2 , 1 , 16
5.8014209442 , 2.1125414901 , 45 , 1 , 1 , 16
3.9120230054 , 1.2039728043 , 41 , 2 , 1 , 12
6.0010339981 , 1.9937008129 , 39 , 1 , 1 , 12
4.0387747111 , 0.4834266496 , 26 , 2 , 1 , 13
6.0475540138 , 2.0045027459 , 37 , 1 , 1 , 10
4.7482710296 , 1.1106848699 , 28 , 1 , 1 , 13
5.2590966534 , 1.5702171993 , 40 , 1 , 1 , 16
5.6645617615 , 1.9756823074 , 35 , 1 , 1 , 12
6.5940977201 , 2.905218266 , 48 , 1 , 1 , 13
6.0475540138 , 2.3586745596 , 46 , 2 , 1 , 16
6.2146080984 , 2.302585093 , 36 , 1 , 1 , 13
4.7482710296 , 1.0593915755 , 34 , 2 , 1 , 13
4.7482710296 , 1.0593915755 , 39 , 2 , 1 , 14
5.1537361377 , 1.7525387561 , 38 , 2 , 1 , 8
5.1537361377 , 1.4648566836 , 36 , 2 , 1 , 15
4.7482710296 , 1.7525387561 , 28 , 2 , 1 , 16
6.2887160706 , 2.5998366165 , 43 , 2 , 1 , 18
5.2590966534 , 1.5702171993 , 33 , 1 , 1 , 10
5.8187124413 , 1.7243678791 , 43 , 1 , 1 , 18
3.649658741 , 0.4307829161 , 41 , 2 , 1 , 13
5.0885968356 , 1.3997173815 , 29 , 1 , 1 , 12
4.6612596526 , 1.3290551425 , 41 , 2 , 1 , 10
4.9024217095 , 1.2135422553 , 35 , 2 , 1 , 13
3.2188758249 , 2.5257286443 , 32 , 2 , 1 , 6
5.5214609179 , 1.8325814637 , 50 , 1 , 1 , 8
5.6645617615 , 1.9756823074 , 37 , 1 , 1 , 12
5.257495372 , 1.5686159179 , 47 , 2 , 1 , 12
7.0836459454 , 3.3947664913 , 35 , 2 , 1 , 18
6.2523484264 , 2.3811474155 , 30 , 1 , 1 , 16
5.4261507381 , 1.5141277326 , 31 , 2 , 1 , 13
6.0475540138 , 2.3586745596 , 39 , 1 , 1 , 13
4.7482710296 , 1.0593915755 , 43 , 1 , 1 , 12
5.8468833183 , 2.1580038642 , 31 , 2 , 1 , 16
4.8928522584 , 2.0024805005 , 44 , 2 , 1 , 18
5.3101518242 , 1.7548037627 , 36 , 2 , 1 , 13
5.4726707537 , 1.6660082639 , 36 , 1 , 1 , 12
5.9914645471 , 2.5257286443 , 48 , 2 , 1 , 8
4.7482710296 , 1.0593915755 , 37 , 1 , 2 , 13
6.6338665287 , 2.9449870745 , 35 , 1 , 1 , 9
6.1345653907 , 2.4456859366 , 27 , 1 , 1 , 13
5.9067233187 , 2.2178438645 , 28 , 2 , 1 , 11
6.4222474632 , 2.414914278 , 44 , 2 , 1 , 18
6.0920057763 , 2.4031263222 , 26 , 1 , 1 , 11
6.7525623896 , 2.5781751197 , 43 , 1 , 1 , 13
4.9452074888 , 1.3898594273 , 46 , 2 , 1 , 12
5.034451976 , 1.6332545943 , 43 , 2 , 1 , 12
6.0338238209 , 2.3449443668 , 25 , 1 , 1 , 16
6.6453910145 , 2.9565115604 , 40 , 1 , 1 , 16
6.0920057763 , 2.4031263222 , 27 , 1 , 1 , 13
6.0920057763 , 2.4031263222 , 48 , 1 , 1 , 13
6.3238073904 , 2.411784385 , 40 , 2 , 2 , 18
5.2590966534 , 1.5702171993 , 49 , 1 , 1 , 10
6.9638447456 , 3.0518217402 , 37 , 1 , 1 , 12
5.8468833183 , 2.1580038642 , 25 , 2 , 1 , 12
5.7446044692 , 2.0557250151 , 34 , 1 , 1 , 10
6.2508658464 , 2.5619863923 , 26 , 1 , 1 , 9
5.0965777239 , 1.1845547185 , 46 , 1 , 1 , 6
6.0010339981 , 2.312154544 , 40 , 2 , 1 , 16
5.2590966534 , 1.5702171993 , 30 , 2 , 1 , 12
6.3577089421 , 2.5510464523 , 34 , 1 , 1 , 12
5.8300762 , 2.1411967459 , 43 , 2 , 1 , 12
4.0173835211 , -0.076961041 , 44 , 1 , 1 , 12
3.4812400893 , -0.074107972 , 42 , 2 , 1 , 9
6.1753873853 , 2.081042823 , 30 , 1 , 1 , 15
5.0359531021 , 1.4806050406 , 26 , 2 , 1 , 6
5.5214609179 , 1.8325814637 , 42 , 2 , 1 , 13
6.0920057763 , 2.4031263222 , 33 , 2 , 2 , 12
6.0245644955 , 2.3356850414 , 45 , 1 , 1 , 18
5.8091429903 , 2.1202635362 , 41 , 2 , 1 , 13
6.1345653907 , 2.4456859366 , 31 , 1 , 1 , 13
6.7631740502 , 2.3811474155 , 27 , 1 , 1 , 11
6.2915691396 , 2.4849066498 , 33 , 1 , 1 , 6
5.1929568509 , 1.5040773968 , 39 , 2 , 2 , 11
6.5421116651 , 2.8532322109 , 47 , 1 , 1 , 13
6.2523484264 , 2.5634689723 , 33 , 1 , 1 , 10
4.605170186 , 1.6094379124 , 26 , 2 , 1 , 11.5
6.0010339981 , 1.9937008129 , 43 , 2 , 1 , 16
4.8283137373 , 1.8325814637 , 31 , 2 , 1 , 12
4.3820266347 , 0.9162907319 , 39 , 2 , 1 , 13
5.0655119043 , 1.8466360795 , 43 , 2 , 1 , 12
5.7291002826 , 2.1737522212 , 29 , 2 , 1 , 12
5.1537361377 , 1.4648566836 , 32 , 2 , 2 , 13
6.567429473 , 2.8785500189 , 32 , 1 , 1 , 14
5.3936275464 , 1.7047480922 , 27 , 1 , 1 , 12
6.2146080984 , 2.5257286443 , 46 , 2 , 1 , 12
5.3844950628 , 1.6956156087 , 25 , 2 , 1 , 16
5.101857877 , 1.5465098155 , 26 , 2 , 1 , 12
4.714369478 , 1.0254900238 , 38 , 1 , 1 , 12
6.5282656573 , 2.8393862032 , 45 , 2 , 1 , 16
4.5251274783 , 0.8362480242 , 50 , 1 , 1 , 6
5.4414182102 , 1.7525387561 , 44 , 2 , 1 , 12
5.2983173665 , 1.6094379124 , 25 , 1 , 1 , 13
5.7037824747 , 1.7917594692 , 28 , 2 , 1 , 12
5.9009505396 , 2.2120710855 , 28 , 1 , 1 , 12
5.2788992807 , 1.3668762753 , 39 , 1 , 1 , 4
6.3151493276 , 2.6262698735 , 43 , 2 , 1 , 18
5.5918476892 , 1.8541780709 , 36 , 2 , 1 , 12
4.9881624382 , 1.4328143768 , 35 , 2 , 1 , 11
6.4530191219 , 2.6918190062 , 34 , 1 , 1 , 12
7.5414790391 , 3.5341458538 , 44 , 1 , 1 , 16
6.7631740502 , 3.0742945961 , 35 , 1 , 2 , 12
5.6645617615 , 1.9756823074 , 47 , 2 , 1 , 13
6.6453910145 , 2.5510464523 , 36 , 1 , 1 , 12
6.7407011943 , 2.4922059523 , 41 , 2 , 1 , 13
6.7631740502 , 3.0742945961 , 29 , 1 , 1 , 13
6.1345653907 , 2.4456859366 , 32 , 1 , 1 , 13
6.045324257 , 2.3564448029 , 49 , 1 , 1 , 6
5.4086654237 , 1.7197859696 , 30 , 1 , 1 , 13
5.7141452617 , 2.1587972002 , 25 , 2 , 1 , 13
4.0943445622 , 2.4849066498 , 37 , 1 , 2 , 13
6.0245644955 , 1.9302199333 , 33 , 1 , 1 , 11
6.3577089421 , 2.3503757568 , 33 , 1 , 1 , 9
5.6645617615 , 1.9756823074 , 48 , 2 , 1 , 13
5.0233743199 , 1.4680262584 , 30 , 2 , 1 , 12
5.43119951 , 2.0300021283 , 39 , 2 , 1 , 16
4.0551238491 , 0.1431008436 , 39 , 1 , 1 , 13
6.9995628282 , 3.26189321 , 49 , 1 , 1 , 13
5.5214609179 , 1.9661128564 , 33 , 2 , 1 , 8
5.0751738152 , 1.3862943611 , 49 , 1 , 1 , 4
6.3904987649 , 2.6292986492 , 34 , 1 , 1 , 12
5.3941518844 , 1.7052724303 , 27 , 1 , 1 , 12
5.2590966534 , 1.8578992717 , 38 , 2 , 1 , 13
5.4087228274 , 1.7198433732 , 43 , 1 , 1 , 11
6.1753873853 , 2.4865079312 , 46 , 1 , 1 , 12
5.3548158405 , 1.2604712782 , 34 , 2 , 1 , 13
6.0920057763 , 2.354336158 , 42 , 2 , 1 , 11
5.5352741651 , 1.6232511596 , 26 , 1 , 1 , 10
4.4623651566 , 0.7734857025 , 29 , 1 , 2 , 12
6.013937403 , 2.3250579488 , 25 , 1 , 1 , 12
5.2747731328 , 1.5858936787 , 33 , 2 , 1 , 12
6.7407011943 , 3.0518217402 , 45 , 1 , 1 , 16
6.4879014334 , 2.7990219793 , 34 , 2 , 1 , 16
6.6453910145 , 2.9565115604 , 33 , 2 , 1 , 18
5.0359531021 , 1.347073648 , 26 , 1 , 1 , 11.5
5.59556889 , 1.9066894359 , 40 , 1 , 1 , 9
4.2098856378 , 2.2639754888 , 36 , 2 , 1 , 6
5.5214609179 , 1.4271163556 , 41 , 2 , 1 , 12
7.5616717463 , 3.7550092566 , 32 , 1 , 1 , 16
6.9638447456 , 3.2749652915 , 38 , 1 , 1 , 16
6.2146080984 , 2.5257286443 , 45 , 1 , 1 , 12
5.7291002826 , 2.0402208285 , 26 , 1 , 1 , 12
5.3988585958 , 1.7099791417 , 38 , 1 , 1 , 6
6.1345653907 , 2.1272322055 , 34 , 2 , 1 , 12
5.6645617615 , 1.9756823074 , 27 , 2 , 1 , 8
5.4414182102 , 1.7525387561 , 46 , 1 , 1 , 12
6.3577089421 , 2.5965088264 , 31 , 1 , 1 , 13
4.3428059215 , 0.78745786 , 29 , 2 , 1 , 13
5.4414182102 , 1.7525387561 , 29 , 1 , 1 , 8
4.3428059215 , 0.2997546537 , 31 , 1 , 1 , 8
4.7781534041 , 1.08927395 , 25 , 1 , 1 , 11.5
5.5990627793 , 1.9101833252 , 34 , 2 , 1 , 9
6.0475540138 , 2.3586745596 , 48 , 2 , 1 , 12
5.0238805208 , 1.3350010667 , 32 , 2 , 1 , 12
6.1092475828 , 2.083895892 , 32 , 1 , 1 , 8
5.0619285885 , 1.3730491344 , 32 , 2 , 1 , 12
4.5659494728 , 0.9550315602 , 46 , 1 , 1 , 6
4.6961419642 , 1.0072625101 , 28 , 2 , 1 , 11
6.6096524317 , 2.9207729776 , 49 , 1 , 1 , 18
4.9236239171 , 4.2304767365 , 46 , 2 , 1 , 15
6.7631740502 , 2.8511510447 , 50 , 1 , 1 , 12
6.3409018237 , 2.6520223696 , 49 , 1 , 1 , 12
5.7291002826 , 2.0402208285 , 35 , 2 , 1 , 12
5.6645617615 , 1.7525387561 , 36 , 2 , 1 , 16
5.4579475121 , 1.769068058 , 46 , 1 , 1 , 12
5.6888568244 , 1.9999773703 , 30 , 2 , 1 , 16
6.3577089421 , 2.4865079312 , 35 , 1 , 1 , 12
6.7631740502 , 2.7558408649 , 37 , 1 , 1 , 18
6.4222474632 , 2.414914278 , 37 , 1 , 1 , 13
5.8697676121 , 2.180888158 , 46 , 1 , 1 , 13
6.9638447456 , 2.9565115604 , 34 , 1 , 1 , 12
6.1345653907 , 2.4456859366 , 27 , 1 , 1 , 12
5.5829177725 , 1.8940383183 , 38 , 2 , 1 , 13
6.4222474632 , 2.6155849734 , 37 , 1 , 1 , 13
5.7897249045 , 2.1008454503 , 26 , 1 , 1 , 16
6.3577089421 , 2.5510464523 , 35 , 1 , 1 , 16
5.8468833183 , 1.4648566836 , 33 , 1 , 1 , 13
4.7890930241 , 1.3878956425 , 40 , 2 , 1 , 11
6.4816065787 , 2.7927271246 , 34 , 1 , 1 , 12
2.4567357728 , 1.0704414117 , 30 , 2 , 1 , 12
4.3428059215 , 1.347073648 , 41 , 2 , 1 , 13
6.3577089421 , 2.6688294879 , 48 , 1 , 1 , 13
6.5118596219 , 2.8229801678 , 47 , 1 , 3 , 14
6.7851529569 , 2.8731299515 , 45 , 1 , 1 , 16
4.2080571984 , 1.7231505486 , 48 , 2 , 3 , 13
6.2336261043 , 2.5960399445 , 43 , 2 , 1 , 14
6.0010339981 , 2.0890109927 , 41 , 2 , 1 , 18
6.7536045992 , 2.5792173293 , 34 , 1 , 1 , 18
5.53672839 , 1.8478489359 , 39 , 2 , 1 , 12
6.348139491 , 2.6592600369 , 37 , 2 , 1 , 12
6.1606797564 , 2.4718003023 , 31 , 1 , 1 , 12
5.4199244986 , 1.7310450445 , 31 , 2 , 1 , 12
5.3340185799 , 1.8682826771 , 41 , 2 , 1 , 16
5.3544068332 , 1.6655273791 , 26 , 2 , 1 , 12
6.6453910145 , 2.8387285247 , 40 , 2 , 1 , 12
6.5118596219 , 2.8229801678 , 49 , 1 , 1 , 18
5.6897962327 , 1.6824630474 , 27 , 1 , 1 , 13
4.8928522584 , 1.337504197 , 25 , 2 , 1 , 13
4.7874917428 , 1.3862943611 , 28 , 2 , 1 , 16
4.9908326668 , 1.5896352851 , 30 , 2 , 1 , 9
5.376278908 , 1.6873994539 , 32 , 1 , 1 , 13
5.2590966534 , 1.5702171993 , 28 , 2 , 1 , 12
6.3840262504 , 2.5553848539 , 29 , 1 , 1 , 13
5.4804786541 , 1.7915992 , 38 , 2 , 1 , 12
7.1301446999 , 2.95575743 , 45 , 1 , 1 , 12
5.5739073932 , 1.7672449035 , 49 , 1 , 1 , 16
6.1719728668 , 2.4343032485 , 32 , 1 , 1 , 12
6.7254337222 , 2.8134107168 , 39 , 1 , 1 , 12
6.9683799008 , 2.8740353386 , 33 , 1 , 1 , 13
4.3340174155 , 2.7245795031 , 33 , 2 , 1 , 12
6.9140813808 , 3.0020583754 , 34 , 1 , 1 , 12
5.952243834 , 2.2633643798 , 35 , 1 , 1 , 12
5.5272135704 , 1.8383341162 , 32 , 2 , 1 , 12
6.6453910145 , 2.8612013806 , 46 , 1 , 1 , 18
5.9234690772 , 2.0114460718 , 25 , 2 , 1 , 16
6.4105859817 , 3.2325321513 , 43 , 1 , 1 , 16
6.3029007056 , 2.6140212515 , 29 , 1 , 1 , 12
3.649658741 , 0.3915622029 , 27 , 2 , 1 , 13
6.5182676182 , 2.510934433 , 30 , 1 , 1 , 12
4.7449321284 , 1.8004931492 , 34 , 2 , 1 , 12
5.79571997 , 2.1068405159 , 27 , 1 , 1 , 12
6.8685345658 , 2.4865079312 , 37 , 1 , 1 , 12
6.9123026165 , 3.000279611 , 39 , 1 , 1 , 12
6.6453910145 , 2.9565115604 , 37 , 1 , 1 , 16
6.8277125713 , 2.9156895659 , 41 , 2 , 1 , 13
5.7037824747 , 1.6964492894 , 43 , 1 , 1 , 12
4.2221779337 , 2.1427363921 , 37 , 2 , 1 , 13
6.926803474 , 3.0147804685 , 48 , 1 , 1 , 22
3.5442982253 , -0.144581229 , 38 , 1 , 1 , 13
7.0836459454 , 3.3947664913 , 33 , 1 , 1 , 12
6.3238073904 , 2.6349279363 , 39 , 1 , 3 , 12
4.3428059215 , 1.5702171993 , 44 , 2 , 1 , 13
6.5260442569 , 2.8371648028 , 48 , 1 , 1 , 18
6.0475540138 , 2.3586745596 , 44 , 2 , 1 , 13
4.1196623702 , 0.4307829161 , 31 , 2 , 1 , 12
6.0475540138 , 2.3586745596 , 41 , 1 , 1 , 13
4.7482710296 , 1.347073648 , 45 , 2 , 1 , 13
2.0402208285 , -0.955511445 , 32 , 2 , 1 , 12
5.6973515843 , 2.0084721302 , 37 , 1 , 1 , 13
3.2188758249 , 0.2231435513 , 42 , 2 , 1 , 16
5.4414182102 , 1.7525387561 , 45 , 2 , 1 , 12
6.6200732065 , 2.9311937524 , 42 , 1 , 1 , 18
4.6249728133 , 1.4469189829 , 28 , 1 , 1 , 12
6.2779439736 , 2.1035567037 , 32 , 1 , 1 , 13
5.8468833183 , 2.1580038642 , 40 , 2 , 1 , 13
6.0730445341 , 2.38416508 , 49 , 1 , 1 , 11
6.5400304989 , 2.4456859366 , 35 , 1 , 1 , 13
6.2146080984 , 2.5257286443 , 34 , 1 , 1 , 12
5.5517662674 , 1.8628868132 , 32 , 2 , 1 , 12
5.7598719413 , 2.7641396678 , 38 , 2 , 1 , 18
5.7945368379 , 2.3288009351 , 25 , 1 , 1 , 13
6.2848123571 , 2.4781498673 , 31 , 2 , 1 , 16
5.6645617615 , 1.4160665195 , 30 , 1 , 1 , 12
6.1856205615 , 2.9667447367 , 38 , 2 , 1 , 12
4.0661736853 , 1.3581234842 , 29 , 2 , 1 , 12
6.9673098097 , 3.16064732 , 49 , 2 , 1 , 22
5.5592012458 , 1.8703217917 , 31 , 1 , 1 , 13
6.7631740502 , 2.5887867803 , 31 , 1 , 1 , 18
5.0571553097 , 1.9216610938 , 36 , 2 , 1 , 12
4.9714145809 , 1.6392100708 , 37 , 2 , 1 , 13
6.4222474632 , 2.7333680091 , 46 , 1 , 1 , 13
5.4414182102 , 1.6347557204 , 33 , 2 , 1 , 12
5.1929568509 , 1.7917594692 , 31 , 1 , 1 , 12
5.2131595582 , 1.8119621765 , 29 , 2 , 1 , 13
6.882437471 , 3.6635616461 , 27 , 1 , 1 , 13
6.8006838989 , 3.1118044448 , 46 , 1 , 1 , 18
5.8187124413 , 2.1298329872 , 37 , 1 , 1 , 12
5.7338468125 , 2.0449673584 , 25 , 1 , 1 , 11
5.4321975356 , 1.8768494741 , 28 , 2 , 1 , 10
6.4056633352 , 2.8503152737 , 50 , 2 , 1 , 13
5.9330610145 , 2.6008565044 , 36 , 2 , 1 , 18
